review_id,order_id,review_score,review_comment_title,review_comment_message,comment_length,comment_length_bucket,sentiment_label,sentiment_score,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_alignment,keywords,keyword_scores,top_keyword,review_creation_date,review_answer_timestamp,review_year,review_month,review_month_name,review_quarter,review_yearmonth
2c5e27fc178bde7ac173c9c62c31b070,0ce9a24111d850192a933fcaab6fbad3,1,,Não gostei ! Comprei gato por lebre,35,Medium (30-100),negative,0.7484,0.0508,0.7484,0.2009,-0.6976,Aligned,comprei gato | não gostei | gostei comprei,0.8261 | 0.6682 | 0.481,comprei gato,2017-12-13 00:00:00,2017-12-16 07:14:07,2017,12,December,Q4,2017-12
58044bca115705a48fe0e00a21390c54,68e55ca79d04a79f20d4bfc0146f4b66,1,,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",173,Long (>100 chars),negative,0.6311,0.1947,0.6311,0.1742,-0.4364,Aligned,prazo máximo | internet entrega | sempre compro,0.5216 | 0.5174 | 0.3318,prazo máximo,2018-04-08 00:00:00,2018-04-09 12:22:39,2018,4,April,Q2,2018-04
c92cdd7dd544a01aa35137f901669cdf,37e7875cdce5a9e5b3a692971f370151,4,Muito bom.,"Recebi exatamente o que esperava. As demais encomendas de outros vendedores atrasaram, mas esta chegou no prazo.",112,Long (>100 chars),positive,0.6643,0.6643,0.2218,0.1139,0.4425,Aligned,vendedores atrasaram | demais encomendas | recebi exatamente,0.6192 | 0.3587 | 0.3485,vendedores atrasaram,2018-06-07 00:00:00,2018-06-09 18:44:02,2018,6,June,Q2,2018-06
08c9d79ec0eba1d252e3f52f14b8e6a9,e029f708df3cc108b3264558771605c6,5,Bom,"Recomendo ,",11,Short (<30 chars),positive,0.7283,0.7283,0.1738,0.098,0.5545,Aligned,recomendo,0.8691,recomendo,2018-06-13 00:00:00,2018-06-13 22:54:44,2018,6,June,Q2,2018-06
2170c9452c2216457b36003fe2969fbb,af32671d0b8ce510a94d9111d97371d3,5,,muito boa,9,Short (<30 chars),positive,0.9717,0.9717,0.0107,0.0176,0.961,Aligned,muito boa | boa | muito,1.0 | 0.8829 | 0.7602,muito boa,2018-03-22 00:00:00,2018-03-30 23:37:25,2018,3,March,Q1,2018-03
b193ff3c9f32a01f3a0d9ae26b94d244,e2e6ee1ed2d7f2f36b05d234983bd7a0,5,Maravilhoso!,"Tô completamente apaixonada, loja super responsável e confiável!",64,Medium (30-100),positive,0.7443,0.7443,0.2057,0.0499,0.5386,Aligned,apaixonada loja | completamente apaixonada | responsável confiável,0.7287 | 0.4628 | 0.4069,apaixonada loja,2018-08-10 00:00:00,2018-08-11 00:22:13,2018,8,August,Q3,2018-08
9fd59cd04b42f600df9f25e54082a8d1,3c314f50bc654f3c4e317b055681dff9,1,,Nada de chegar o meu pedido.,28,Short (<30 chars),negative,0.398,0.2058,0.398,0.3962,-0.1922,Aligned,nada de | meu pedido | chegar meu,0.6497 | 0.5963 | 0.5291,nada de,2017-04-21 00:00:00,2017-04-23 05:37:03,2017,4,April,Q2,2017-04
86c5cfa7fcbde303f704b60a78ced7d6,a6456e781cb962cc3f412b04de4fed7b,5,Entrega perfeita,Muito bom. muito cheiroso.,26,Short (<30 chars),negative,0.5957,0.3483,0.5957,0.056,-0.2474,Misaligned,muito cheiroso | muito bom | cheiroso,0.8947 | 0.7911 | 0.5658,muito cheiroso,2018-06-13 00:00:00,2018-06-14 17:29:03,2018,6,June,Q2,2018-06
890ec1767be8eb104877db6d68eaade5,b3271f5ebce80cbecb67c5b88487a44a,5,,"otimo vendedor chegou ate antes do prazo , adorei o produto",59,Medium (30-100),positive,0.6813,0.6813,0.2311,0.0876,0.4502,Aligned,adorei produto | vendedor chegou | ate antes,0.6433 | 0.5922 | 0.4544,adorei produto,2017-05-13 00:00:00,2017-05-14 02:57:19,2017,5,May,Q2,2017-05
7d9ac3e98adc0c8ad579e6a2257d79f9,dfa48852c93427261c98fb2e01f33bea,5,,Processo de compra tranquilo e eficiente.,41,Medium (30-100),positive,0.7798,0.7798,0.1004,0.1197,0.6794,Aligned,compra tranquilo | tranquilo eficiente | eficiente,0.7146 | 0.6072 | 0.5109,compra tranquilo,2018-04-24 00:00:00,2018-04-25 16:01:03,2018,4,April,Q2,2018-04
c41bd21983e298a240410ebb391bf075,9562b424b05978a493db2a5122ecab1f,5,,Tomara q dure pois é de pelinho.,32,Medium (30-100),negative,0.5739,0.2316,0.5739,0.1945,-0.3423,Misaligned,dure pois | tomara dure | tomara,0.7172 | 0.7 | 0.6696,dure pois,2017-05-19 00:00:00,2017-05-21 03:04:35,2017,5,May,Q2,2017-05
e233e51d11511bf30e568c76360ace52,548df2c6e5f089574614894bca78acf5,1,,recebi somente 1 controle Midea Split ESTILO. Faltou Controle Remoto para Ar Condicionado Consul,96,Medium (30-100),positive,0.4458,0.4458,0.3497,0.2045,0.0961,Misaligned,somente controle | faltou | midea split,0.5229 | 0.3573 | 0.2947,somente controle,2018-01-28 00:00:00,2018-02-04 11:06:15,2018,1,January,Q1,2018-01
500c05500aa275953129f49799ee5c73,8a9424899aac432d80d8e580932b5ee9,5,MT lindo,MT lindo,8,Short (<30 chars),positive,0.5926,0.5926,0.2183,0.1891,0.3743,Aligned,mt | mt lindo | lindo,0.859 | 0.7813 | 0.6448,mt,2018-07-25 00:00:00,2018-07-25 21:37:22,2018,7,July,Q3,2018-07
6a0969d0769d2f3ff6438809a1cc455e,32638fbca8d1a197e649fd5138e12049,5,,Ocorreu tudo como contratado sendo a entrega realizada antes do prazo Estou satisfeita,86,Medium (30-100),negative,0.6284,0.2287,0.6284,0.1429,-0.3997,Misaligned,como contratado | estou satisfeita | do prazo,0.5723 | 0.5485 | 0.509,como contratado,2017-06-02 00:00:00,2017-06-03 13:12:07,2017,6,June,Q2,2017-06
8a64945e89526e68bc16383391590232,71960e6af960919256a958a3633e1040,5,,"Amei achei lindo ,muito delicado adorei",39,Medium (30-100),negative,0.6888,0.2452,0.6888,0.066,-0.4436,Misaligned,achei lindo | delicado adorei | muito delicado,0.8914 | 0.8543 | 0.6312,achei lindo,2018-04-18 00:00:00,2018-04-18 22:30:45,2018,4,April,Q2,2018-04
c0dbf9a325d2a2fece43873be47191e1,b324f4270850cbba23533b9a9d3434a9,4,,"Ótima loja para parceria rápidíssima, produtos bem embalados e de qualidade! Só o custo do frete que foi meio azedo.",116,Long (>100 chars),positive,0.8607,0.8607,0.1037,0.0356,0.757,Aligned,ótima loja | só custo | para parceria,0.7175 | 0.4891 | 0.3506,ótima loja,2018-04-04 00:00:00,2018-04-06 15:43:39,2018,4,April,Q2,2018-04
109b5ce2dd11bb8460eff3b86da6fefc,25362fbf6aac4b01a28dee1e076acc26,5,Ótimo Produto! ,Recomendo o vendedor...,23,Short (<30 chars),positive,0.4642,0.4642,0.4402,0.0956,0.024,Aligned,recomendo vendedor | vendedor | recomendo,0.8607 | 0.8375 | 0.6082,recomendo vendedor,2018-08-17 00:00:00,2018-08-17 21:47:08,2018,8,August,Q3,2018-08
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1,,"O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia.",190,Long (>100 chars),negative,0.7171,0.0908,0.7171,0.1922,-0.6263,Aligned,prazo estipulado | cuiabá | produto não,0.4419 | 0.3913 | 0.3199,prazo estipulado,2016-12-09 00:00:00,2016-12-19 14:10:43,2016,12,December,Q4,2016-12
750d4311e8ddb6cba549ee86f06f0cca,4b32a4cdfc1b80066a8ee3a4b7a2094f,5,,"Produto entregue como solicitado, e com muita brevidade. Parabéns!",66,Medium (30-100),positive,0.7876,0.7876,0.1385,0.0739,0.6491,Aligned,produto entregue | brevidade parabéns | como solicitado,0.7012 | 0.6537 | 0.5386,produto entregue,2017-08-09 00:00:00,2017-08-09 12:03:45,2017,8,August,Q3,2017-08
8b230a1373c6dc4bd867099fda1d7039,071251fe3b3493294536f03737a8a679,3,,Eu comprei duas unidades e só recebi uma e agora o que faço?,60,Medium (30-100),negative,0.6517,0.1343,0.6517,0.214,-0.5174,Misaligned,comprei duas | só recebi | unidades só,0.697 | 0.4914 | 0.4084,comprei duas,2017-11-09 00:00:00,2017-11-10 10:38:37,2017,11,November,Q4,2017-11
cb2fc3e5711b5ae85e0491ee18af63ed,34e6d418f368f8079ae152bc178bc66a,3,,"Produto bom, porém o que veio para mim não condiz com a foto do anúncio.",72,Medium (30-100),negative,0.5149,0.1836,0.5149,0.3015,-0.3313,Misaligned,do anúncio | produto bom | com foto,0.5759 | 0.5401 | 0.488,do anúncio,2018-01-31 00:00:00,2018-01-31 23:29:21,2018,1,January,Q1,2018-01
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Produto muito inferior, mal acabado.",36,Medium (30-100),negative,0.947,0.019,0.947,0.034,-0.928,Aligned,muito inferior | mal acabado | produto,0.7206 | 0.5325 | 0.3329,muito inferior,2018-07-03 00:00:00,2018-07-05 19:03:52,2018,7,July,Q3,2018-07
c45811d9f90e22a81155b3a1e4a5c2e8,491f193fc52075598871cfe6f19976d4,5,RECOMENDO SEMPRE!!,O kit mochila patrulha canina é lindo!! Meu netinho vai amar!! Obrigada!!,73,Medium (30-100),positive,0.7305,0.7305,0.2194,0.05,0.5111,Aligned,patrulha canina | lindo meu | kit mochila,0.6187 | 0.5005 | 0.4744,patrulha canina,2018-06-19 00:00:00,2018-06-19 17:44:05,2018,6,June,Q2,2018-06
e29ab4a671400c41322e4855de633c6a,17b296b73ebefd6213299342b09f097f,5,,Maravilha,9,Short (<30 chars),positive,0.6715,0.6715,0.1724,0.156,0.4991,Aligned,maravilha,0.7311,maravilha,2017-08-09 00:00:00,2017-08-11 23:28:46,2017,8,August,Q3,2017-08
0bd4dcc4f6c4621baf37f73495cad8c4,a11cd01ac67beef7e8bf09740d8a35c1,3,,Entrega no prazo,16,Short (<30 chars),positive,0.536,0.536,0.1013,0.3626,0.4347,Misaligned,no prazo | prazo | entrega no,0.9402 | 0.8778 | 0.5069,no prazo,2017-03-23 00:00:00,2017-03-23 21:20:16,2017,3,March,Q1,2017-03
888f11883ff85fa5c07e6ae1192d85c4,248907ae8054cb8e93d5aa44857779b4,5,,Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório,71,Medium (30-100),positive,0.7025,0.7025,0.1778,0.1197,0.5247,Aligned,uma entrega | compra com | tempo satisfatório,0.6236 | 0.5395 | 0.4924,uma entrega,2018-01-04 00:00:00,2018-01-05 23:30:00,2018,1,January,Q1,2018-01
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,Pedi reembolso e sem resposta até momento,41,Medium (30-100),negative,0.5392,0.1334,0.5392,0.3274,-0.4058,Aligned,pedi reembolso | reembolso sem | sem resposta,0.84 | 0.758 | 0.4584,pedi reembolso,2018-03-08 00:00:00,2018-03-08 12:27:34,2018,3,March,Q1,2018-03
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super rápido.,13,Short (<30 chars),positive,0.8113,0.8113,0.0755,0.1132,0.7358,Aligned,super rápido | rápido | super,0.9911 | 0.8456 | 0.602,super rápido,2018-05-10 00:00:00,2018-05-11 03:08:49,2018,5,May,Q2,2018-05
436f71c9cc0c1aab7f51dc0cd0820516,c676e726f8a14a9527b41b9dc50ca1bc,5,,Satisfeito,10,Short (<30 chars),negative,0.4992,0.4013,0.4992,0.0996,-0.0979,Misaligned,satisfeito,0.9812,satisfeito,2017-11-22 00:00:00,2017-11-22 14:45:40,2017,11,November,Q4,2017-11
97d4feff1fd7129bee6cde095b9dac2a,b4039fffc67d7a5a75a3ba881d75e402,5,,estao de parabens... sempre chega com muiiita antecedencia.. Muito obrigada....,79,Medium (30-100),negative,0.7949,0.1146,0.7949,0.0905,-0.6803,Misaligned,obrigada | muiiita antecedencia | parabens sempre,0.7589 | 0.6263 | 0.5478,obrigada,2017-06-24 00:00:00,2017-06-29 13:48:21,2017,6,June,Q2,2017-06
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,OTIMO,OK RECOMENDO,12,Short (<30 chars),positive,0.7571,0.7571,0.1032,0.1397,0.6539,Aligned,ok | recomendo | ok recomendo,0.8935 | 0.8045 | 0.7862,ok,2018-05-23 00:00:00,2018-05-28 12:48:45,2018,5,May,Q2,2018-05
ff722b4c68783a4459a3adb9bb4e1d0d,b8702f50a689621ab21ef200b55a5b8d,3,,"Produto chegou, mas meu PC não conseguiu reconhecer as portas USB.",66,Medium (30-100),neutral,0.4632,0.1196,0.4173,0.4632,-0.2977,Aligned,meu pc | portas usb | não conseguiu,0.4308 | 0.3499 | 0.1751,meu pc,2018-01-16 00:00:00,2018-01-18 23:25:29,2018,1,January,Q1,2018-01
8055e963f26f70c406ca517b2c2848e6,9218ec94cd0d96e4c3e6b8c1504aa8dc,5,,"Produto de muito boa qualidade, chegou antes do prazo prometido",63,Medium (30-100),positive,0.953,0.953,0.0221,0.0249,0.9309,Aligned,qualidade chegou | chegou antes | prazo prometido,0.5952 | 0.4598 | 0.4157,qualidade chegou,2017-12-17 00:00:00,2017-12-19 17:31:58,2017,12,December,Q4,2017-12
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,"Este foi o pedido Balde Com 128 Peças  Blocos De Montar 2 un  R 25,00 cada NÃO FOI ENTREGUE Vendido e entregue targaryen Tapete de Eva Nº Letras 36 Peças Crianças 1 un  R 35,90 ESTE FOI ENTREG",192,Long (>100 chars),positive,0.5544,0.5544,0.2603,0.1853,0.2941,Misaligned,com 128 | vendido entregue | crianças,0.5451 | 0.5301 | 0.3779,com 128,2018-01-04 00:00:00,2018-01-10 09:52:57,2018,1,January,Q1,2018-01
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5,,Entrega muito rápida Parabéns,29,Short (<30 chars),positive,0.8966,0.8966,0.0462,0.0572,0.8504,Aligned,rápida parabéns | parabéns | muito rápida,0.9578 | 0.8849 | 0.4997,rápida parabéns,2017-08-29 00:00:00,2017-08-29 21:06:01,2017,8,August,Q3,2017-08
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,95,Medium (30-100),negative,0.4666,0.3547,0.4666,0.1788,-0.1119,Aligned,comprei tres | papel transfer | tecido escuro,0.6103 | 0.4842 | 0.4157,comprei tres,2017-11-07 00:00:00,2017-11-08 21:54:58,2017,11,November,Q4,2017-11
c5d83c2523ef15209c8faf5133a7bafb,7eba0b6b5cb480d65416e26e2528d250,4,,"Estava faltando apenas um produto, eu recebi hoje , muito obrigada! Tudo certo! Att Elenice.",92,Medium (30-100),negative,0.7111,0.2396,0.7111,0.0494,-0.4715,Misaligned,recebi hoje | estava faltando | apenas um,0.6574 | 0.5863 | 0.4759,recebi hoje,2017-12-16 00:00:00,2017-12-19 23:21:17,2017,12,December,Q4,2017-12
766fc608e4f2683020fb0a121d9db23e,77fc7da5ef4df2c48276ae832072dcf1,5,,"A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .",139,Long (>100 chars),positive,0.8059,0.8059,0.1181,0.0761,0.6878,Aligned,bolsa térmica | super rápida | anunciado entrega,0.6283 | 0.443 | 0.4158,bolsa térmica,2018-01-10 00:00:00,2018-01-11 07:47:10,2018,1,January,Q1,2018-01
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,Demorou de mais pra entrega,27,Short (<30 chars),negative,0.4331,0.3381,0.4331,0.2288,-0.095,Aligned,pra entrega | entrega | de mais,0.7809 | 0.7276 | 0.7215,pra entrega,2017-12-17 00:00:00,2017-12-17 12:14:13,2017,12,December,Q4,2017-12
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5,,super rapido a entrega .... chegou antes da data...,51,Medium (30-100),positive,0.7842,0.7842,0.126,0.0898,0.6582,Aligned,chegou antes | entrega chegou | rapido entrega,0.7327 | 0.7056 | 0.6526,chegou antes,2017-10-24 00:00:00,2017-10-25 19:36:57,2017,10,October,Q4,2017-10
46d8249ea59101c7288936c3e6f155d7,f25ddb6cd62d720a5d91fff80467930a,3,Entrega atrasou,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto.,118,Long (>100 chars),neutral,0.6695,0.1049,0.2256,0.6695,-0.1207,Aligned,haviam enviado | do loja | duas não,0.4338 | 0.4042 | 0.2801,haviam enviado,2018-01-20 00:00:00,2018-05-15 00:45:28,2018,1,January,Q1,2018-01
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,Não funciona não faz sincronismo,32,Medium (30-100),neutral,0.6691,0.2372,0.0937,0.6691,0.1435,Misaligned,não funciona | faz sincronismo | funciona,0.7151 | 0.6205 | 0.4247,não funciona,2017-09-17 00:00:00,2017-09-18 23:39:56,2017,9,September,Q3,2017-09
2685a4800004a12ec09d27264ff1915f,5c973d2b4652e1dec15353b59339f3b4,5,,Recomendo a todos os clientes,29,Short (<30 chars),positive,0.812,0.812,0.1148,0.0733,0.6972,Aligned,os clientes | recomendo todos | todos os,0.8433 | 0.6792 | 0.5989,os clientes,2016-10-22 00:00:00,2016-10-26 17:47:19,2016,10,October,Q4,2016-10
c422274e50e900b46fee429016c5458d,950bb159eea525ff8947b92c93b02f8e,3,,Gostei,6,Short (<30 chars),positive,0.5698,0.5698,0.2252,0.205,0.3446,Misaligned,gostei,0.8494,gostei,2017-09-24 00:00:00,2017-09-25 14:09:58,2017,9,September,Q3,2017-09
3f6d9482c57cdb5fc7012f7b9b5ed4c5,2a3251c95a3d5c57ed230021faa588a0,5,,OTIMA,5,Short (<30 chars),positive,0.5667,0.5667,0.2333,0.2,0.3334,Aligned,otima,0.7705,otima,2018-04-19 00:00:00,2018-04-22 12:25:48,2018,4,April,Q2,2018-04
a55012f5c7e74353e92986be15d133b6,54b73f808b0ff25da4276773c30ac269,5,,"Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ótimo produto.",93,Medium (30-100),positive,0.9711,0.9711,0.0105,0.0184,0.9606,Aligned,gostei muito | ótimo produto | banho estampa,0.6633 | 0.5957 | 0.4699,gostei muito,2017-06-03 00:00:00,2017-06-04 02:22:55,2017,6,June,Q2,2017-06
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",72,Medium (30-100),negative,0.5461,0.2112,0.5461,0.2427,-0.3349,Aligned,duas joias | apenas uma | na garantia,0.5628 | 0.531 | 0.4744,duas joias,2017-08-22 00:00:00,2017-08-22 23:45:13,2017,8,August,Q3,2017-08
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE,85,Medium (30-100),positive,0.4203,0.4203,0.3363,0.2433,0.084,Misaligned,consta no | produto consta | no sistema,0.5229 | 0.5008 | 0.415,consta no,2018-01-12 00:00:00,2018-01-13 00:28:49,2018,1,January,Q1,2018-01
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",102,Long (>100 chars),positive,0.4442,0.4442,0.3501,0.2057,0.0941,Misaligned,comprei relógio | relógio feminino | unissex enviaram,0.6789 | 0.5945 | 0.3449,comprei relógio,2018-04-05 00:00:00,2018-04-06 11:06:19,2018,4,April,Q2,2018-04
3f73914ab5fc1cd68ad6757c93644349,3144812170fbb0c3b71bbd757609f605,5,,Sempre compro na lannister.Pra mim é a melhor loja online,57,Medium (30-100),positive,0.7887,0.7887,0.0837,0.1276,0.705,Aligned,sempre compro | melhor loja | lannister,0.7675 | 0.4364 | 0.3838,sempre compro,2018-03-14 00:00:00,2018-03-17 10:26:13,2018,3,March,Q1,2018-03
e2fd85e5df711bd91e6e96e13c741843,c9645496b715730a1a5d07eb97a6bf6b,5,,Produto de qualidade excelente,30,Medium (30-100),positive,0.9856,0.9856,0.0031,0.0113,0.9825,Aligned,qualidade excelente | de qualidade | produto,0.885 | 0.8345 | 0.6186,qualidade excelente,2017-01-31 00:00:00,2017-02-01 16:56:49,2017,1,January,Q1,2017-01
42ae74a43661be8587b2e2db054179db,0a187dd7f4efe70e8c3b6e3779b3b133,5,,Ótimo custobenefício,20,Short (<30 chars),negative,0.4673,0.3843,0.4673,0.1485,-0.083,Misaligned,ótimo custobenefício | custobenefício | ótimo,0.9477 | 0.8555 | 0.4947,ótimo custobenefício,2017-09-14 00:00:00,2017-09-15 14:15:14,2017,9,September,Q3,2017-09
79927442ebcbf70b2021e1339bb9a51b,1c8898140458c37fbbf0be37d47193b9,5,muito boa,Gostei da atenção com a entrega,31,Medium (30-100),positive,0.6434,0.6434,0.2138,0.1428,0.4296,Aligned,gostei da | com entrega | da atenção,0.6633 | 0.4997 | 0.4715,gostei da,2018-04-27 00:00:00,2018-04-30 08:04:49,2018,4,April,Q2,2018-04
14613df954694f243dedeaa2c8a3a5c2,1e91914c9706a5d4665b8c5a6294b107,4, 4 ,"Se fosse vidro tinha quebrado veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs .",148,Long (>100 chars),negative,0.5029,0.2777,0.5029,0.2193,-0.2252,Misaligned,caixa estava | vidro | nenhuma proteção,0.5563 | 0.4518 | 0.2953,caixa estava,2018-05-15 00:00:00,2018-05-16 23:41:51,2018,5,May,Q2,2018-05
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,Médio,A peça não serviu,17,Short (<30 chars),neutral,0.507,0.1074,0.3856,0.507,-0.2782,Misaligned,não serviu | peça não | peça,0.8556 | 0.5775 | 0.4314,não serviu,2018-05-11 00:00:00,2018-05-14 14:08:04,2018,5,May,Q2,2018-05
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,187,Long (>100 chars),negative,0.5906,0.0762,0.5906,0.3331,-0.5144,Aligned,desse brasil | comprei produto | os correios,0.5108 | 0.4765 | 0.4302,desse brasil,2018-03-29 00:00:00,2018-03-29 23:13:58,2018,3,March,Q1,2018-03
